time,volumeto,txCount,marketcap(USD),close,exchangeVolume(USD),reward
18/12/2017,173350145,8631,1133586954,1.01,2517230080,0
19/12/2017,283939892.5,8496,1181535444,1.01,3073860096,50000000
20/12/2017,146611994.1,7300,1180953023,1.01,3751790080,50000000
21/12/2017,242575286,5698,1217137073,1,3106720000,0
22/12/2017,251280933.4,11051,1227798132,1.01,4687949824,0
23/12/2017,277750388.6,8767,1224716942,1.01,2353740032,0
24/12/2017,279406763.2,5952,1282793693,1.05,2611589888,0
25/12/2017,151870608.2,5300,1256036229,1.03,1708380032,0
26/12/2017,262451970.3,6823,1235277937,1.01,1854780032,0
27/12/2017,228820753.6,6212,1222548045,1,1939949952,0
28/12/2017,273010602.3,6167,1263808464,1,2211409920,50000000
29/12/2017,333344558.7,5976,1375805863,1.01,1929090048,100000000
30/12/2017,290289056.9,6820,1383599550,1.01,2711059968,0
31/12/2017,112036824.7,3812,1398574129,1.02,1927010048,0
1/01/2018,129564452.3,4507,1378049531,1.01,1685299968,0
2/01/2018,263433457.5,6998,1388541412,1.01,2635859968,0
3/01/2018,341173774.2,7921,1386476964,1.01,2471689984,0
4/01/2018,498918127.5,11848,1486522145,1.01,3200130048,100000000
5/01/2018,257743618.8,8008,1468089837,1,3096620032,0
6/01/2018,175801134.9,7615,1466621747,1,2620080128,0
7/01/2018,152327337,6778,1485098685,1.01,2338180096,0
8/01/2018,350021047.6,8014,1481772434,1.01,3815749888,0
9/01/2018,270496990.8,7888,1476883695,1.01,2766180096,0
10/01/2018,313432059.3,7363,1484668682,1.01,3189860096,0
11/01/2018,338281578.9,7090,1470564976,0.999976,3841110016,0
12/01/2018,338487170.4,7344,1477015823,1.01,2668219904,0
13/01/2018,184991442.4,6957,1471055378,1,2759879936,0
14/01/2018,289377395.8,6115,1462505338,1,2960410112,50000000
15/01/2018,509469087.1,8123,1492440359,1.02,2557179904,100000000
16/01/2018,569436476,10409,1640856419,1.01,5552929792,100000000
17/01/2018,632516600.9,11005,1674108647,1.03,5588839936,100000000
18/01/2018,820469610,10705,1655484902,1.02,4302300160,100000000
19/01/2018,464389542.8,7545,1657945694,1.02,2876989952,100000000
20/01/2018,294412085,6740,1636085773,1.01,2942779904,100000000
21/01/2018,523153952.3,7111,1618090823,1,3302010112,0
22/01/2018,268484360.2,7543,1610144555,1,3274899968,0
23/01/2018,487824354.4,7911,1610160576,1,3126830080,100000000
24/01/2018,315052833.3,8065,1618090823,1,2620630016,0
25/01/2018,302976146.8,8548,1634271731,1.01,2571930112,0
26/01/2018,377742901.7,8065,1620843105,0.997571,2957009920,0
27/01/2018,213205719.5,5366,1618090823,1,2051980032,0
28/01/2018,441041738.6,7457,2270226854,0.996548,2546639872,0
29/01/2018,319968982.1,7024,2251756093,0.98844,2031160064,0
30/01/2018,717658520.2,7179,2244156611,0.998672,3108630016,0
31/01/2018,502541362.3,6462,2200596509,0.992538,2663930112,-30000000
1/02/2018,381475718.1,7725,2198423710,0.991558,3498899968,0
2/02/2018,418455070.5,7392,2186752682,0.986294,4785869824,0
3/02/2018,253832266.6,7299,2206882620,0.994071,2488529920,0
4/02/2018,223104166.5,7739,2217426188,1,2504640000,0
5/02/2018,424323865.5,8857,2207815520,0.995794,4078980096,0
6/02/2018,384143593.8,9607,2169665605,0.9785,6247249920,0
7/02/2018,277695334.8,6603,2220244811,1,3307539968,0
8/02/2018,342075750.9,4225,2203631215,0.99497,2466619904,0
9/02/2018,170852641,3792,2266255361,1.02,1631139968,0
10/02/2018,246396133.7,4977,2225344235,1,2628379904,0
11/02/2018,253457921.2,3879,2217140813,1,2431739904,0
12/02/2018,213837154.3,3951,2217340356,1,2457489920,0
13/02/2018,159920241.5,3676,2219579668,1,2226759936,0
14/02/2018,173358245.7,3963,2213777944,0.997715,3066190080,0
15/02/2018,213390497.1,4227,2229135545,1.01,3286909952,0
16/02/2018,136119342.6,3909,2244014777,1.01,2605819904,0
17/02/2018,168641570.9,3626,2225344235,1,2797600000,0
18/02/2018,139038721,3361,2206581954,1,3124179968,0
19/02/2018,130930893.1,3172,2218493269,1,2546439936,0
20/02/2018,198163192.4,3863,2218493269,1,3126220032,0
21/02/2018,267847535,5523,2241484354,1.01,3459830016,0
22/02/2018,801500150.2,4322,2226208919,1,2904620032,0
23/02/2018,244155141.1,4551,2242827942,1.01,2815280128,0
24/02/2018,243160888.9,3542,2223437493,1,2417710080,0
25/02/2018,102619010.1,2377,2217894641,1,1968850048,0
26/02/2018,190250960.6,6283,2211961573,0.997664,2362210048,0
27/02/2018,171089780.8,7388,2215358924,0.998677,2473019904,0
28/02/2018,145495582.4,3722,2217140813,1,2414230016,0
1/03/2018,168506870.1,4360,2217732648,0.999847,2285570048,0
2/03/2018,164351218.8,3435,2213125572,0.998189,2172250112,0
3/03/2018,123518128.6,3063,2208524707,0.995248,2181489920,0
4/03/2018,118973184.6,2493,2217140813,1,2133910016,0
5/03/2018,246768727.1,3609,2211644522,0.997521,2227680000,0
6/03/2018,279575695.1,9940,2240431878,1.01,2491849984,0
7/03/2018,294398824.2,16480,2218980859,0.998354,3037380096,0
8/03/2018,272498011.8,5394,2208162491,1,2636689920,0
9/03/2018,338077556.3,6887,2220206100,0.999723,3131620096,0
10/03/2018,164877040.7,4061,2201301604,0.997607,2218810112,0
11/03/2018,194444873.5,4422,2225654634,1,2394810112,0
12/03/2018,195616576.4,9180,2222351094,1,2155559936,0
13/03/2018,274895331.1,12506,2217140813,1,1890040064,0
14/03/2018,248779719.6,5874,2215636700,0.996581,2151670016,0
15/03/2018,455499650.5,6636,2219978754,1,2259869952,0
16/03/2018,318982163.5,4840,2211617915,0.997509,1872050048,0
17/03/2018,275038142.6,3661,2220732582,1,1687920000,0
18/03/2018,342601640.3,5937,2246209303,1.01,2639470080,0
19/03/2018,513286612.6,7284,2177662405,0.982194,2638089984,0
20/03/2018,335153513.2,5571,2239312221,1.01,2506319872,300000000
21/03/2018,416977640.8,6449,2210351928,0.996938,2353890048,0
22/03/2018,638245687.6,5857,2285905757,0.99946,2171849984,0
23/03/2018,329169778.1,5500,2285359130,0.999221,1995699968,0
24/03/2018,125880690.2,4270,2285102767,1,1785500032,0
25/03/2018,114475592.1,3842,2287140813,1,1511320064,0
26/03/2018,260992726.8,5267,2287137168,0.9966,2183960064,0
27/03/2018,345059932.1,6407,2290823110,1,2051079936,0
28/03/2018,316454889.4,4700,2287140813,1,1857049984,0
29/03/2018,275591847.5,5396,2287140814,1,2486609920,0
30/03/2018,461237410.2,6846,2277756675,0.995897,2596849920,0
31/03/2018,137558566.8,3948,2282067251,0.997014,1763719936,0
1/04/2018,153496514,4292,2277310683,0.995702,1832530048,0
2/04/2018,172498000.6,3433,2287438142,1,1550880000,0
3/04/2018,151372142.8,4040,2282466143,0.997587,1753520000,0
4/04/2018,289707368,4232,2289039140,1,1772329984,0
5/04/2018,127763175.8,3525,2292927280,1,1609469952,0
6/04/2018,105111882.4,3181,2289633797,1,1257110016,0
7/04/2018,154342649.4,3044,2287140813,1,1332259968,0
8/04/2018,105281099.5,5925,2287140813,1,1090880000,0
9/04/2018,176401033.8,5804,2281516734,0.997541,1678770048,0
10/04/2018,112104478.6,6299,2280171895,0.996953,1253949952,0
11/04/2018,175570213,4305,2282206075,0.997593,1741699968,0
12/04/2018,345645336.4,10816,2278925403,0.996408,3636590080,0
13/04/2018,327844945.6,11193,2277624021,0.995839,3218919936,0
14/04/2018,190676699,4976,2287140814,1,2060220032,0
15/04/2018,140804388.3,4685,2278696690,0.996308,2057859968,0
16/04/2018,211599040.1,5510,2284588364,0.998884,2125180032,0
17/04/2018,186466551.9,5898,2280775700,0.997217,2075650048,0
18/04/2018,198306407.8,5529,2287140814,1,2112089984,0
19/04/2018,181325649.6,6634,2282353828,0.997907,2217799936,0
20/04/2018,279573150.1,7788,2281537318,0.99755,3458870016,0
21/04/2018,403101018.9,7526,2280441778,0.997071,3570040064,0
22/04/2018,271410734.3,7882,2287140814,1,3176019968,0
23/04/2018,353379936.9,12022,2276002437,0.99513,3075480064,0
24/04/2018,358605962.9,13004,2295669828,0.998974,5033249792,0
25/04/2018,676602317.4,8856,2441312222,1.01,6126580224,0
26/04/2018,359570548.6,8985,2417140813,1,4206320128,0
27/04/2018,345178777.1,8818,2427171948,1,4060179968,0
28/04/2018,619007834.8,27581,2417140814,1,4066050048,0
29/04/2018,423246703.1,11583,2414399776,0.998866,5167799808,0
30/04/2018,336626401.1,9143,2411226070,0.997553,4498440192,0
1/05/2018,190120793.1,7595,2425576635,1,3901110016,0
2/05/2018,468948500.7,9341,2317140813,1,3711889920,0
3/05/2018,463649070.1,11473,2308490927,0.996267,4307829760,0
4/05/2018,578468683.5,10624,2289812222,1.01,3844979968,0
5/05/2018,347349861.1,11011,2265889352,0.999448,3848780032,0
6/05/2018,371897437.7,8359,2188145720,0.995906,3948859904,0
7/05/2018,625975769,9462,2147112265,0.995351,4137240064,0
8/05/2018,562139161,15548,2108957884,0.998745,3317769984,0
9/05/2018,649494039.3,8851,2108215455,1,3236689920,0
10/05/2018,506609438.8,9402,2108744823,0.999422,3430200064,0
11/05/2018,508808738.2,11088,2111881880,1,4733060096,0
12/05/2018,548917907.8,9717,2209016276,0.99975,4539990016,0
13/05/2018,216180675.2,6157,2214314021,1,3179099904,0
14/05/2018,323700980.3,8743,2209943882,1,3820280064,0
15/05/2018,316805467.6,8581,2209656954,1,3315440128,0
16/05/2018,521212927,10138,2307140813,1,3238190080,0
17/05/2018,347038197.3,8229,2307579170,1,3026749952,0
18/05/2018,760648183.6,9309,2509923740,1,3051709952,250000000
19/05/2018,157724456.1,6470,2508043384,1,2569299968,0
20/05/2018,156827602.2,5418,2507140813,1,2610939904,0
21/05/2018,270942016.3,7119,2513561070,0.999592,2406449920,0
22/05/2018,269025336.9,6433,2514587022,1,2417590016,0
23/05/2018,553239407.4,10222,2517219520,1,3360600064,0
24/05/2018,396919708.2,7888,2507140813,1,3122710016,0
25/05/2018,318328632.1,7017,2506468118,0.999292,2375610112,0
26/05/2018,121329103.5,5256,2507140813,1,1872140032,0
27/05/2018,307714416.4,5052,2507140813,1,1885900032,0
28/05/2018,575923263.4,11068,2513383594,1,2582710016,0
29/05/2018,421874799.2,9331,2507014212,0.99927,3003919872,0
30/05/2018,239187330.4,7969,2505854650,0.999487,2429060096,0
31/05/2018,300466668.5,8360,2507140813,1,2613339904,0
1/06/2018,283787494.4,7240,2507334107,0.999088,2486080000,0
2/06/2018,199065601.6,6549,2507140813,1,3187569920,0
3/06/2018,181084251.7,6544,2487407618,0.99203,2796300032,0
4/06/2018,276393828.3,7815,2502710223,0.997714,2798279936,0
5/06/2018,238673352.3,7727,2507848450,0.999263,2796069888,0
6/06/2018,282085379.1,8648,2503644763,0.997917,2508359936,0
7/06/2018,244320120.6,10076,2505794479,0.999463,2554540032,0
8/06/2018,194057003.5,8421,2511477898,0.99994,2219579904,0
9/06/2018,199293078,8368,2497409662,1,2006880000,0
10/06/2018,380814666.4,10911,2532211749,1.01,3845029888,0
11/06/2018,499738185.4,13152,2537098917,1.01,2913220096,0
12/06/2018,517747177,12930,2509070844,1,2702340096,0
13/06/2018,670567224.9,15092,2515990551,1,3056750080,0
14/06/2018,456676258.8,14278,2517043550,1,3104209920,0
15/06/2018,472479392.2,12839,2599267298,1,2376110080,0
16/06/2018,230898416.4,9546,2618194621,1,1797939968,0
17/06/2018,231780226.9,9724,2595472748,1,1548390016,0
18/06/2018,316673720.7,10973,2614518553,1,2073910016,0
19/06/2018,334227386,12957,2607713917,1,2253370112,0
20/06/2018,334169670.6,13373,2607140345,1,2215259904,0
21/06/2018,312832051.6,14323,2608522130,1,2017639936,0
22/06/2018,442213525.8,14967,2614961767,1,3747810048,0
23/06/2018,237459259.3,11563,2612302484,1,2500859904,0
24/06/2018,371625571.4,12739,2591573039,0.998875,3952620032,0
25/06/2018,508999476.4,13827,2708818773,1,3956019968,250000000
26/06/2018,303515390.8,11480,2705498051,0.998834,2025110016,0
27/06/2018,364153361.9,11184,2707140346,1,2055360000,0
28/06/2018,268673087.9,10709,2703954042,0.998823,2331049984,0
29/06/2018,307027787.8,10878,2705418162,0.996047,2482319872,0
30/06/2018,269251572.6,11231,2707140345,1,2540620032,0
1/07/2018,211461961.2,11991,2699893331,0.997323,3653040128,0
2/07/2018,303760185.5,15548,2705521475,0.999402,2787729920,0
3/07/2018,432166457.7,14256,2701087674,0.997445,2786769920,0
4/07/2018,288936655.7,16058,2704046085,0.998857,2638139904,0
5/07/2018,328126197,14905,2696794245,1,3606159872,0
6/07/2018,377551351.9,13423,2641532698,1.01,2460250112,0
7/07/2018,273716156.5,11511,2597357116,1,2134790016,0
8/07/2018,191212432.4,11092,2618220692,1,2142080000,0
9/07/2018,344758147.1,13980,2600687028,1,2358560000,0
10/07/2018,333151839.7,13548,2636371603,1.01,2974149888,0
11/07/2018,310416403.7,13935,2610164628,1,2524790016,0
12/07/2018,331388401.8,11466,2707140346,1,2404160000,0
13/07/2018,240814509.5,11179,2709295542,0.999377,2279970048,0
14/07/2018,860232351.9,11149,2714314268,1,1620770048,0
15/07/2018,163783982.1,8310,2707140345,1,1919559936,0
16/07/2018,288709531.6,11601,2704341163,0.998966,2864659968,0
17/07/2018,381102058.6,12985,2707492274,1,3620499968,0
18/07/2018,380531277.3,15572,2711701449,0.999476,4082030080,0
19/07/2018,353623742.9,12422,2707140345,1,3188349952,0
20/07/2018,400403383.2,11715,2657007193,0.998921,3072349952,0
21/07/2018,159160711.8,8796,2657246631,1,2164900096,0
22/07/2018,182721946.1,7657,2657140346,1,2209939968,0
23/07/2018,471033675.7,10317,2607140345,1,2808819968,0
24/07/2018,712129312.1,14013,2501920479,0.997918,4417310208,0
25/07/2018,359697811.2,13362,2488015879,0.992372,3514560000,0
26/07/2018,365979289.9,11645,2498967068,0.99674,2894500096,0
27/07/2018,247790803.6,12242,2506019654,0.999553,3092310016,0
28/07/2018,164004644.9,8177,2496123971,0.995606,2298899968,0
29/07/2018,220882400,7312,2498122162,0.996403,2404489984,0
30/07/2018,350924070.1,10005,2505427969,0.999317,4311410000,0
31/07/2018,518276606.2,11322,2461421400,0.999708,3253100000,0
1/08/2018,292276964.4,11127,2395258591,0.999215,3059190000,0
2/08/2018,320129497.2,9709,2415702563,0.998746,2539460000,0
3/08/2018,425716477.2,11727,2437140346,1,2843800000,0
4/08/2018,205637161,6938,2437140346,1,2526060000,0
5/08/2018,126902189.1,8549,2432197825,0.997972,2204100000,0
6/08/2018,221797199.7,9465,2439455629,1,2336390000,0
7/08/2018,275872367.5,10400,2439468060,0.999416,2942000000,0
8/08/2018,494773486.1,12711,2411208413,1,3421800000,0
9/08/2018,283227640.4,9348,2417346621,1,2626630000,0
10/08/2018,262251186,8606,2410943627,1,2887490000,0
11/08/2018,305250279.6,8816,2406782850,1,2630390000,0
12/08/2018,135441392.2,6748,2432403042,1.01,4066320000,0
13/08/2018,379995086.2,9306,2416600407,1,2596380000,0
14/08/2018,460433959.1,11873,2407140346,1,3917750000,0
15/08/2018,505237209.8,11516,2398170829,0.99503,3277720000,0
16/08/2018,299444644.8,9159,2410077057,1,2741290000,0
17/08/2018,284473814.2,9464,2702140335,1,3783430000,0
18/08/2018,191389386.4,7905,2729925657,1,3247510000,0
19/08/2018,163219634.9,6022,2750791407,1.01,2622560000,0
20/08/2018,230291053.7,7955,2709715517,1,2596870000,0
21/08/2018,353342366.7,8261,2852356992,1.01,2350790000,0
22/08/2018,468059716.5,9825,2823128085,1,3325510000,0
23/08/2018,311211982.8,8911,2792140336,1,2392970000,0
24/08/2018,297346309.2,7503,2792716085,0.998429,2850500000,0
25/08/2018,171064651.4,6666,2790843490,0.998537,1958700000,0
26/08/2018,82279649.68,5602,2792140335,1,1946530000,0
27/08/2018,397771664.7,8433,2812140335,1,2718980000,0
28/08/2018,318498706,9613,2805588049,0.99767,2991530000,0
29/08/2018,398459118.6,10221,2783976548,1,3024040000,0
30/08/2018,434684108,9155,2781486511,0.999735,2764870000,0
31/08/2018,316587604.7,8537,2751765248,1,2659230000,0
1/09/2018,247955705.8,10432,2742140335,1,2910380000,0
2/09/2018,388758071.4,8576,2833230225,0.996865,2844130000,0
3/09/2018,312577168.8,9016,2789239281,0.995396,2530750000,0
4/09/2018,345324689.8,8807,2766108192,0.999627,2758550000,0
5/09/2018,554877387.8,11064,2750430899,0.999856,4000180000,0
6/09/2018,407370929.8,12450,2786519380,1.01,3695980000,0
7/09/2018,269824872.4,9076,2746487701,1,2778320000,0
8/09/2018,169394676.9,8107,2795901413,1.01,2345090000,0
9/09/2018,147735918.4,9815,2770148716,1,2470930000,0
10/09/2018,366226656.8,9341,2756723574,0.998831,2300220000,0
11/09/2018,201829748.4,10399,2759106168,0.99645,2375530000,0
12/09/2018,324059316.7,11423,2759867263,1,2512200000,0
13/09/2018,247171503.9,10010,2746460410,1,3009780000,0
14/09/2018,181135840.2,9440,2760094891,0.998975,2804570000,0
15/09/2018,145238859.2,7638,2786380181,1.01,2112840000,0
16/09/2018,100894161,5934,2759067900,1,2103110000,0
17/09/2018,314763235.3,9712,2765021627,0.999014,2854420000,0
18/09/2018,295525377.2,9612,2790249922,1.01,2687350000,0
19/09/2018,258761631.1,12800,2785906904,1.01,2635660000,0
20/09/2018,214742029.1,10277,2759156540,0.999453,2689090000,0
21/09/2018,596390252.6,13935,2802764968,0.998697,5090540000,0
22/09/2018,288991692,8854,2786658020,0.992045,3352660000,0
23/09/2018,184169257.1,7160,2795653496,0.996163,2804770000,0
24/09/2018,182287454.8,7626,2806530141,0.999409,2852810000,0
25/09/2018,423870090,10665,2835733127,1.01,3572280000,0
26/09/2018,193636336.3,9809,2812399414,1,3380990000,0
27/09/2018,216931374.5,10613,2806421736,1,3408680000,0
28/09/2018,352715527.9,11738,2795756203,0.994787,3447280000,0
29/09/2018,307586739.5,9770,2806421736,1,3249000000,0
30/09/2018,172625808.2,10254,2807432047,1,3307320000,0
1/10/2018,192383489.4,10195,2797491702,0.996818,3069480000,0
2/10/2018,236525287,9030,2793456067,0.99538,2818190000,0
3/10/2018,318387965.8,8843,2806421736,1,2812780000,0
4/10/2018,177000285.2,8295,2801763076,0.99834,2374680000,0
5/10/2018,143827912,7294,2795743301,0.996195,2330830000,0
6/10/2018,95436716.1,7463,2796607679,0.996503,2238520000,0
7/10/2018,148904176.8,6798,2800634894,0.997938,2187670000,0
8/10/2018,283410586.3,11022,2795838719,0.996229,2594100000,0
9/10/2018,382510453,10811,2696608250,0.996374,2183500000,0
10/10/2018,229332956.9,11728,2693788159,0.995332,2295300000,0
11/10/2018,514573498.5,14014,2687298159,0.992934,3772600000,0
12/10/2018,350011101.3,10939,2702914213,0.998704,2962380000,0
13/10/2018,204358563.3,7692,2692987058,0.995036,1961540000,0
14/10/2018,314214440.9,7263,2476016334,0.987869,2008170000,0
15/10/2018,982968394.9,19574,2489087323,0.993084,5891700000,0
16/10/2018,726892424.2,14399,2209585189,0.979243,2585550000,0
17/10/2018,373292117.6,13539,2155846136,0.977078,2569210000,0
18/10/2018,341240330.2,11919,2067991919,0.972522,2485030000,0
19/10/2018,249292650.4,11383,2037573961,0.981291,2322570000,0
20/10/2018,167278430.4,9784,2052005093,0.988241,2094040000,0
21/10/2018,85091623.62,9989,2043921582,0.984348,2188330000,0
22/10/2018,241943753.9,11076,2046782892,0.985726,2213350000,0
23/10/2018,428419499.6,11762,1995849111,0.984913,2111740000,0
24/10/2018,657317808.5,12890,1998074122,0.986011,1781560000,-500000000
25/10/2018,325513181.7,14514,1908010923,0.990443,1677800000,0
26/10/2018,160445402.3,11590,1904404661,0.988571,1881270000,0
27/10/2018,203511349.1,9418,1902877009,0.987778,1671750000,0
28/10/2018,150580158.5,10803,1917219219,0.995223,1729890000,0
29/10/2018,233990011.6,14418,1919417266,0.996364,2296810000,0
30/10/2018,389395481.8,17022,1818979067,0.995925,1983070000,0
31/10/2018,321824321.1,19216,1773835265,0.998544,2152470000,0
1/11/2018,217632334.7,17133,1754013952,0.987386,2043660000,0
2/11/2018,343079269.3,17175,1759925884,0.990714,2373920000,0
3/11/2018,143098675.7,9031,1764160873,0.993098,2117390000,0
4/11/2018,156231132.3,8619,1774680842,0.99902,2955200000,0
5/11/2018,204444319.5,12811,1758389279,0.989849,2757810000,0
6/11/2018,246326838,12120,1768832620,0.994805,3076640000,0
7/11/2018,266096694.3,10893,1764917628,0.993524,3266710000,0
8/11/2018,195232567.1,10021,1762661573,0.992254,2951660000,0
9/11/2018,226586598.7,9806,1766445351,0.994384,2643090000,0
10/11/2018,122497960.3,7672,1768244866,0.995397,2558040000,0
11/11/2018,185976641.3,7685,1701648874,0.997203,2634060000,0
12/11/2018,173252418.1,10356,1689821665,0.990272,2716680000,0
13/11/2018,197707477.8,9568,1685666528,0.987837,2679670000,0
14/11/2018,268997300.1,10925,1677753850,0.9832,4749050000,0
15/11/2018,485219600.7,16815,1659628239,0.972578,4956910000,0
16/11/2018,252845177.6,11581,1677718015,0.983179,3454560000,0
17/11/2018,186323070.7,7804,1738780236,0.989956,2909490000,0
18/11/2018,91513514.68,6926,1730454797,0.985216,3037000000,0
19/11/2018,332639958.4,12217,1745818217,0.993963,5189080000,0
20/11/2018,529157882.5,15269,1765874793,0.977554,5908970000,0
21/11/2018,340027162.4,15110,1758457626,0.973448,4348950000,0
22/11/2018,241154988.1,12434,1778935222,0.984784,3287830000,0
23/11/2018,230131958.1,12873,1790004975,0.990912,3775250000,0
24/11/2018,167638513.8,10297,1773635181,0.98185,3549490000,0
25/11/2018,370763965.8,12080,1816462258,0.978475,5223930000,0
26/11/2018,238498389.3,13797,1810059459,0.975026,4696030000,0
27/11/2018,243795000.5,12749,1817392326,0.978976,4071230000,0
28/11/2018,288278658.6,13480,1825456621,0.98332,4765620000,0
29/11/2018,246152355.3,14232,1847444267,0.995164,4348557871,0
30/11/2018,233837043,13431,1850114710,0.996603,4065662222,0
1/12/2018,151742579.5,10251,1849010863,0.994961,3306556081,0
2/12/2018,110658965.8,8108,1856125939,0.999841,3221855294,0
3/12/2018,180937279.8,12038,1850250643,0.996676,3069963646,0
4/12/2018,216282020.6,12408,1847811386,0.995331,3048831081,0
5/12/2018,177124259.8,13138,1856421442,1,3119796461,0
6/12/2018,248959183.2,13631,1840450978,0.991397,3702066873,0
7/12/2018,257793201.4,15253,1856853361,0.998803,4636871756,0
8/12/2018,126215003.4,9305,1856377055,1,3700874976,0
9/12/2018,133787167.9,9708,1885200219,1.02,3210392369,0
10/12/2018,172735715.5,13697,1887246299,1.02,3208473004,0
11/12/2018,176958097.5,12526,1893163990,1.02,3002221768,0
12/12/2018,156748026.4,13961,1874533234,1.01,2623601152,0
13/12/2018,177794828.7,12255,1881319381,1.01,2657124589,0
14/12/2018,165167039.7,13495,1860500701,1,2751719689,0
15/12/2018,106323325.6,11090,1865684231,1,2191631708,0
16/12/2018,100140959.6,11142,1868184263,1.01,2322330505,0
17/12/2018,800527454.7,15112,1874876148,1.01,3775394830,0
18/12/2018,222790291.3,15612,1880309990,1.01,4567397832,0
19/12/2018,320898672.4,17187,1879328388,1.01,5315586579,0
20/12/2018,297467401.2,16092,1892468256,1.02,6967777735,0
21/12/2018,272729890.4,16056,1885208114,1.02,5957952408,0
22/12/2018,147774423.5,12037,1876467083,1.01,4244056323,0
23/12/2018,151710082.5,12021,1886040853,1.02,5243877298,0
24/12/2018,291237624.2,18502,1885710064,1.02,6912098933,0
25/12/2018,222473245.2,17672,1891786345,1.02,5493940637,0
26/12/2018,233058682.9,15694,1892714209,1.02,4461185016,0
27/12/2018,236616913.7,15116,1901298702,1.02,3977540744,0
28/12/2018,284922687,15916,1901200729,1.02,4639997631,0
29/12/2018,148759753.7,13574,1898037885,1.02,4372940348,0
30/12/2018,116624745.8,11285,1912194495,1.03,3762583033,0
31/12/2018,150470435.5,11685,1902854518,1.02,3447513904,0
1/01/2019,77201626.92,9951,1892772547,1.02,3139234963,0
2/01/2019,291574794.6,15153,1908446134,1.02,4442755398,0
3/01/2019,226498297.1,16284,1900260730,1.02,3487202823,0
4/01/2019,243268905.1,15639,1898444419,1.02,3895786727,0
5/01/2019,197081493.2,12879,1900850297,1.02,3993806914,0
6/01/2019,198482998.5,12164,1910347641,1.02,4224650070,0
7/01/2019,269549033.3,15988,1918660232,1.02,3761972510,0
8/01/2019,274065464.7,15926,1902680590,1.01,3843200052,0
9/01/2019,235155666.4,15440,1924061690,1.02,3694148978,0
10/01/2019,397197696.7,19064,1951532809,1.02,5844376311,0
11/01/2019,314550726.2,16401,1992671198,1.03,4194066259,0
12/01/2019,148057827.3,12561,1968628488,1.02,3258438567,0
13/01/2019,123324268.4,11473,1967105373,1.02,3380321686,0
14/01/2019,313083953.4,18345,1994117522,1.02,4072427029,0
15/01/2019,318017782.9,18966,2030634314,1.02,3956962447,0
16/01/2019,222470081.3,17221,2034461698,1.02,3933540777,0
17/01/2019,280594033.2,16770,2039914521,1.02,4146824182,0
18/01/2019,257409851.5,17351,2049916429,1.02,3661299223,0
19/01/2019,175108730.5,14333,2029888798,1.01,3961648844,0
20/01/2019,142664235.3,14337,2050721693,1.02,4389435191,0
21/01/2019,211727457,18508,2063854397,1.02,3497758658,0
22/01/2019,193847629.1,16978,2035374036,1.01,3879616222,0
23/01/2019,176238236.2,16685,2033881765,1.01,3663985821,0
24/01/2019,170726725.4,17235,2034477909,1.01,3581348682,0
25/01/2019,191023072.9,18098,2038477177,1.01,3634209137,0
26/01/2019,114704229.4,15938,2035939570,1.01,3445405585,0
27/01/2019,109659352.4,15640,2034836041,1.01,3932642453,0
28/01/2019,294083330.7,20244,2038694610,1.01,4951907623,0
29/01/2019,227701549.1,20674,2039923121,1.01,4206195777,0
30/01/2019,174910418.7,17870,2035381727,1.01,4249354160,0
31/01/2019,270106067.8,20162,2033970566,1.01,4110696174,0
1/02/2019,171953638.7,16315,2013471072,1,3949396927,0
2/02/2019,107424121.4,15470,2046574352,1.01,3806913471,0
3/02/2019,114653277.4,12429,2020950151,1,3756996124,0
4/02/2019,126949078.8,10521,2020856844,1,3770858317,0
5/02/2019,95666453.55,9062,2017693389,0.998435,3691717612,0
6/02/2019,142153573.6,10385,2022113893,0.999498,4271302713,0
7/02/2019,104677623.4,9925,2023283054,1,3569921563,0
8/02/2019,204239423,11162,2025330851,1,6153689552,0
9/02/2019,147092150.5,9219,2021998987,1,4749715865,0
10/02/2019,113221205.2,8556,2029926999,1,4965113768,0
11/02/2019,151005809.5,10204,2027856142,1,5144064149,0
12/02/2019,133272525.7,11640,2029502697,1,5105059634,0
13/02/2019,177021258.1,15454,2029480830,1,5228665975,0
14/02/2019,155195696.9,13338,2014417760,1,4761618448,0
15/02/2019,127977534.9,11577,2048698900,1.01,5016161093,0
16/02/2019,114228209.4,12639,2028056761,1,4506743621,0
17/02/2019,117290691.9,14183,2023392364,1,5746888553,0
18/02/2019,244093470.7,18367,2012358570,1,9082574152,0
19/02/2019,322594026.6,19519,2016687656,1,9304885086,0
20/02/2019,249377536.7,18098,2035565492,1.01,8091720630,0
21/02/2019,213348704.8,16348,2050693141,1.01,6765318432,0
22/02/2019,269727731.5,17559,2018536636,1,6931449681,0
23/02/2019,142472343.2,15234,2038700777,1.01,8122320488,0
24/02/2019,285552791.1,19831,2045808840,1.01,11405442806,0
25/02/2019,292447483.3,23958,2031768958,1.01,9138604588,0
26/02/2019,235804622.3,20164,2043385025,1.01,7159288173,0
27/02/2019,201428813.4,19366,2039742726,1.01,7569906987,0
28/02/2019,224547757.6,22692,2041809695,1.01,7911756336,0
1/03/2019,202921459.9,19977,2035341543,1.01,6628411253,0
2/03/2019,204897471.6,15635,2046557763,1.01,6623334103,0
3/03/2019,119097506,14342,2043328705,1.01,6148316202,0
