date,value
2018-01-30,362.1402841
2018-01-31,312.9302021
2018-02-01,318.8552273
2018-02-02,279.6427412
2018-02-03,274.5873849
2018-02-04,291.6258884
2018-02-05,244.0356688
2018-02-06,187.4156738
2018-02-07,218.2913398
2018-02-08,220.5065133
2018-02-09,236.3536842
2018-02-10,247.3395144
2018-02-11,238.820427
2018-02-12,215.8398187
2018-02-13,231.906324
2018-02-14,218.6197217
2018-02-15,241.6845848
2018-02-16,247.5481718
2018-02-17,255.8091458
2018-02-18,262.5443605
2018-02-19,242.2257347
2018-02-20,252.9371266
2018-02-21,237.2027318
2018-02-22,217.7722568
2018-02-23,203.8866666
2018-02-24,219.9222711
2018-02-25,208.452585
2018-02-26,214.5289471
2018-02-27,221.6949333
2018-02-28,228.480429
2018-03-01,216.2038762
2018-03-02,229.1386069
2018-03-03,226.6856887
2018-03-04,226.2945891
2018-03-05,228.5589445
2018-03-06,227.2982358
2018-03-07,212.4995653
2018-03-08,188.6109842
2018-03-09,172.6672544
2018-03-10,174.9724595
2018-03-11,163.7774489
2018-03-12,174.8013349
2018-03-13,167.0788867
2018-03-14,172.3326286
2018-03-15,151.8891024
2018-03-16,150.2752123
2018-03-17,153.2621247
2018-03-18,138.9402767
2018-03-19,138.4276889
2018-03-20,150.237311
2018-03-21,157.8088209
2018-03-22,166.7816851
2018-03-23,164.3462999
2018-03-24,170.0161872
2018-03-25,167.3903634
2018-03-26,169.4907609
2018-03-27,167.7331548
2018-03-28,153.2094666
2018-03-29,156.4166498
2018-03-30,134.5336834
2018-03-31,132.9826444
2018-04-01,133.6531295
2018-04-02,127.3125228
2018-04-03,135.3149773
2018-04-04,144.9739984
2018-04-05,128.9411498
2018-04-06,131.0155414
2018-04-07,126.1645917
2018-04-08,130.9133259
2018-04-09,133.8373789
2018-04-10,130.5628922
2018-04-11,134.9528369
2018-04-12,145.0236659
2018-04-13,166.0591214
2018-04-14,171.0129786
2018-04-15,175.2696597
2018-04-16,182.3920345
2018-04-17,181.1542529
2018-04-18,184.4662098
2018-04-19,196.7949768
2018-04-20,210.260048
2018-04-21,222.3990506
2018-04-22,219.4984115
2018-04-23,227.6806458
2018-04-24,235.6561508
2018-04-25,253.9200017
2018-04-26,220.0621741
2018-04-27,247.3758813
2018-04-28,239.6217211
2018-04-29,264.0348164
2018-04-30,273.9502069
2018-05-01,264.5854054
2018-05-02,265.294837
2018-05-03,276.3061167
2018-05-04,285.1772135
2018-05-05,284.9357746
2018-05-06,282.9358919
2018-05-07,270.0136372
2018-05-08,266.2682181
2018-05-09,269.1661204
2018-05-10,278.0058599
2018-05-11,263.2204428
2018-05-12,243.8247958
2018-05-13,241.3228894
2018-05-17,231.869507
2018-05-18,220.6550789
2018-05-19,226.404918
2018-05-20,226.9192454
2018-05-21,234.05947
2018-05-22,226.3928536
2018-05-23,206.5356056
2018-05-24,186.1986454
2018-05-25,196.3126021
2018-05-26,187.3700902
2018-05-27,187.2811471
2018-05-28,182.9180582
2018-05-29,164.3325687
2018-05-30,182.2163263
2018-05-31,182.6379036
2018-06-01,187.1767977
2018-06-02,188.4813896
2018-06-03,196.4961079
2018-06-04,199.9098591
2018-06-05,190.9291024
2018-06-06,194.1460351
2018-06-07,194.0604611
2018-06-08,192.0653361
2018-06-09,187.8681534
2018-06-10,181.1893221
2018-06-11,152.4942329
2018-06-12,157.1571369
2018-06-13,142.4519562
2018-06-14,134.4480154
2018-06-15,146.3454709
2018-06-16,138.6527803
2018-06-17,140.7899027
2018-06-18,139.2180438
2018-06-19,144.5456181
2018-06-20,145.3308896
2018-06-21,143.7462666
2018-06-22,143.2627874
2018-06-23,122.300133
2018-06-24,123.9206659
2018-06-25,116.4508162
2018-06-26,122.4256988
2018-06-27,113.3321753
2018-06-28,115.4048077
2018-06-29,108.5567359
2018-06-30,116.0450144
2018-07-01,125.7295614
2018-07-02,127.9885719
2018-07-03,140.2182129
2018-07-04,135.6915438
2018-07-05,142.1029568
2018-07-06,140.1717819
2018-07-07,142.5116354
2018-07-08,143.0533795
2018-07-09,138.4021914
2018-07-10,131.1472717
2018-07-11,118.5331488
2018-07-12,116.3871149
2018-07-13,110.9811644
2018-07-14,118.3402257
2018-07-15,119.262179
2018-07-16,124.1049785
2018-07-17,133.9583786
2018-07-18,144.3329536
2018-07-19,141.8119706
2018-07-20,137.7975175
2018-07-21,125.7400629
2018-07-22,128.9722292
2018-07-23,127.337588
2018-07-24,124.6456238
2018-07-25,128.2761776
2018-07-26,129.5743625
2018-07-27,123.4418575
2018-07-28,127.8189395
2018-07-29,128.8561383
2018-07-30,129.0303525
2018-07-31,125.5167199
2018-08-01,115.8415468
2018-08-02,111.219189
2018-08-03,108.7997594
2018-08-04,103.3997628
2018-08-05,100.1657033
2018-08-06,101.7035611
2018-08-07,98.90407794
2018-08-08,93.7350372
2018-08-09,82.58459668
2018-08-10,88.52871564
2018-08-11,80.44318634
2018-08-12,76.99659215
2018-08-13,77.03239554
2018-08-14,68.16432192
2018-08-15,63.77663341
2018-08-16,65.77658288
2018-08-17,69.41325621
2018-08-18,83.12238944
2018-08-19,75.9711362
2018-08-20,78.21917882
2018-08-21,71.3981048
2018-08-22,74.24793528
2018-08-23,70.41861332
2018-08-24,72.9942315
2018-08-25,77.18009107
2018-08-26,78.08045155
2018-08-27,77.93546109
2018-08-28,82.90747245
2018-08-29,87.23379513
2018-08-30,84.54367545
2018-08-31,82.70333841
2018-09-01,83.53592858
2018-09-02,87.45334815
2018-09-03,85.43169488
2018-09-04,84.68402097
2018-09-05,86.72366379
2018-09-06,70.1621689
2018-09-07,71.73494687
2018-09-08,68.8397652
2018-09-09,64.40896766
2018-09-10,64.2373954
2018-09-11,64.32062852
2018-09-12,61.01804981
2018-09-13,59.93862957
2018-09-14,64.35110303
2018-09-15,63.48178794
2018-09-16,65.32110687
2018-09-17,66.16426543
2018-09-18,60.95808139
2018-09-19,62.91028927
2018-09-20,63.42735649
2018-09-21,66.87348996
2018-09-22,71.66856379
2018-09-23,69.99425043
2018-09-24,70.97580077
2018-09-25,67.33409594
2018-09-26,65.74004254
2018-09-27,65.61744939
2018-09-28,69.70696421
2018-09-29,67.84627696
2018-09-30,69.08125718
2018-10-01,69.05685555
2018-10-02,68.658661
2018-10-03,69.42096068
2018-10-04,66.56779727
2018-10-05,68.13517667
2018-10-06,70.42123535
2018-10-07,69.25725358
2018-10-08,70.90484378
2018-10-09,71.69369681
2018-10-10,72.1954024
2018-10-11,72.68239527
2018-10-12,63.36165696
2018-10-13,64.77426805
2018-10-14,66.62144868
2018-10-15,66.25236467
2018-10-16,69.95545837
2018-10-17,70.31120468
2018-10-18,71.93095901
2018-10-19,70.31804157
2018-10-20,71.95364088
2018-10-21,73.58738383
2018-10-22,73.16336753
2018-10-23,73.43090453
2018-10-24,73.15863172
2018-10-25,73.72153364
2018-10-26,72.87011779
2018-10-27,73.69704606
2018-10-28,72.50744361
2018-10-29,73.97645331
2018-10-30,70.30834436
2018-10-31,71.12153457
2018-11-01,72.15168349
2018-11-02,73.23852287
2018-11-03,74.00928674
2018-11-04,73.37248928
2018-11-05,73.67820773
2018-11-06,72.59275411
2018-11-07,73.48988039
2018-11-08,73.82140009
2018-11-09,72.18108371
2018-11-10,70.59519873
2018-11-11,71.2070073
2018-11-12,70.25717458
2018-11-13,69.35583323
2018-11-14,67.46070968
2018-11-15,58.89096479
2018-11-16,57.51918191
2018-11-17,55.49787419
2018-11-18,54.73365703
2018-11-19,55.49239303
2018-11-20,44.49109817
2018-11-21,39.68911382
2018-11-22,42.81223992
2018-11-23,39.81030068
2018-11-24,39.16550587
2018-11-25,35.05531446
2018-11-26,35.44449526
2018-11-27,33.65560252
2018-11-28,34.68744761
2018-11-29,39.9505836
2018-11-30,40.0757627
2018-12-01,37.61156579
2018-12-02,39.77853403
2018-12-03,39.04273784
2018-12-04,36.81663305
2018-12-05,37.66921427
2018-12-06,35.42519215
2018-12-07,31.34542063
2018-12-08,31.296714
2018-12-09,31.66763408
2018-12-10,32.68235182
2018-12-11,30.94148367
2018-12-12,30.44841235
2018-12-13,31.04748063
2018-12-14,29.26455846
2018-12-15,27.94346604
2018-12-16,28.37061173
2018-12-17,28.73273364
2018-12-18,31.46388456
2018-12-19,32.5857025
2018-12-20,33.15011658
2018-12-21,36.55811279
2018-12-22,35.28109741
2018-12-23,37.33343273
2018-12-24,38.3888645
2018-12-25,39.39893959
2018-12-26,36.08694697
2018-12-27,36.51588266
2018-12-28,32.693239
2018-12-29,36.53548175
2018-12-30,35.50059895
2018-12-31,36.12648733
2019-01-01,33.85526225
2019-01-02,35.66821179
2019-01-03,36.865711
2019-01-04,35.778292
2019-01-05,37.01525755
2019-01-06,37.07025796
2019-01-07,38.78677261
2019-01-08,37.94227231
2019-01-09,38.71267226
2019-01-10,39.16769583
2019-01-11,34.29469312
2019-01-12,34.84840281
2019-01-13,35.00888141
2019-01-14,33.03139367
2019-01-15,35.90112871
2019-01-16,35.14236109
2019-01-17,38.27439256
2019-01-18,39.46254045
2019-01-19,38.63820548
2019-01-20,40.43302194
2019-01-21,39.02524112
2019-01-22,39.00675177
2019-01-23,40.73936189
2019-01-24,39.14014542
2019-01-25,39.38785672
2019-01-26,38.48754414
2019-01-27,38.57332241
2019-01-28,37.00474295
2019-01-29,34.27227567
2019-01-30,34.39240664
2019-01-31,34.70771651
2019-02-01,33.1942695
2019-02-02,33.62571691
2019-02-03,33.84350364
2019-02-04,33.4942257
2019-02-05,33.30569183
2019-02-06,33.18101774
2019-02-07,32.42660331
2019-02-08,32.68994719
2019-02-09,35.01356338
2019-02-10,35.34106298
2019-02-11,35.82436922
2019-02-12,34.90769301
2019-02-13,35.05193047
2019-02-14,34.75583939
2019-02-15,34.42085741
2019-02-16,34.71754597
2019-02-17,35.29723572
2019-02-18,36.4993896
2019-02-19,38.14342514
2019-02-21,38.44783947
2019-02-22,38.21134687
2019-02-23,39.22770503
2019-02-24,40.1172125
2019-02-25,36.56529159
2019-02-26,37.24505763
2019-02-27,38.10855906
2019-02-28,38.13117478
2019-03-01,37.97570713
2019-03-02,38.96632065
2019-03-03,39.00579412
2019-03-04,38.49313849
2019-03-05,36.93322242
2019-03-06,38.81750269
2019-03-07,38.81931811
2019-03-08,39.75488526
2019-03-09,39.78388692
2019-03-10,41.92941166
2019-03-11,42.44703424
2019-03-12,41.48321439
2019-03-13,43.58115523
2019-03-14,43.06291557
2019-03-15,43.23488005
2019-03-16,44.03483167
2019-03-17,44.5542759
2019-03-18,44.11827111
2019-03-19,43.72866004
2019-03-20,44.04996435
2019-03-21,45.11983688
2019-03-22,43.91108627
2019-03-23,44.85245207
2019-03-24,45.24690986
2019-03-25,46.23632954
2019-03-26,44.66755397
2019-03-27,45.10398494
2019-03-28,47.31179693
2019-03-29,48.70561431
2019-03-30,49.92670211
2019-03-31,49.9400967
2019-04-01,50.85440575
2019-04-02,52.00615631
2019-04-03,57.0118245
2019-04-04,56.43632481
2019-04-07,60.19011173
2019-04-08,61.93985601
2019-04-09,60.07684477
2019-04-10,58.09665732
2019-04-11,57.72193842
2019-04-12,53.19051043
2019-04-13,54.13454259
2019-04-14,54.32331146
2019-04-15,55.49604998
2019-04-17,54.77370998
2019-04-18,55.29253722
2019-04-19,56.83258547
2019-04-20,57.58175814
2019-04-21,58.23741458
2019-04-22,56.9970613
2019-04-23,56.77464272
2019-04-24,55.59575937
2019-04-25,52.57805403
2019-04-26,49.12007576
2019-04-27,49.12871626
2019-04-28,50.20010843
2019-04-29,49.88460522
2019-04-30,48.07914622
2019-05-01,50.55318626
2019-05-03,50.5931375
2019-05-04,51.14273318
2019-05-05,49.89627764
2019-05-06,49.6947778
2019-05-07,50.83190977
2019-05-08,48.78263977
2019-05-09,49.03275563
2019-05-10,46.82430294
2019-05-11,48.95438796
2019-05-12,52.62908202
2019-05-13,50.06497311
2019-05-14,51.64252059
2019-05-15,54.87095736
2019-05-16,61.46416127
2019-05-17,60.08482824
2019-05-18,56.36475675
2019-05-19,56.72006309
2019-05-20,59.64673165
2019-05-21,58.37382424
2019-05-22,61.17313577
2019-05-23,59.22906109
2019-05-24,60.64812366
2019-05-25,60.9386255
2019-05-26,60.64541096
2019-05-27,61.83012557
2019-05-28,64.96569462
2019-05-29,65.31553458
2019-05-30,64.65903531
2019-05-31,60.50287937
2019-06-01,62.96868425
