,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,Ticker,Launched
SVD,5,CCCAGG,SVD,USD,4,0.000322,1558489574,700.0,0.225379,555933488,284400.0,91.56826739999998,305600.0,98.39403139999997,0.000322,0.000322,0.000322,0.000322,0.000322,0.000322,HitBTC,0.0,0.0,0.000322,0.000322,0.000322,0.0,0.0,0.0,0.0,6995997468.73416,2252711.1849324,487100.0,156.83703139999997,SVD,2018-08-15
MUE,5,CCCAGG,MUE,USD,4,0.0140673415,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0145388725,0.014931815,0.0135958105,0.014303107,0.014931815,0.0135958105,Upbit,0.0,0.0,0.0140673415,0.0140673415,0.0140673415,-0.00023576550000000036,-1.648351648351651,-0.000471530999999999,-3.2432432432432363,159127048.000556,2238494.5261107134,341576.55023794173,4805.0739805890325,MUE,2015-05-01
AXPR,5,CCCAGG,AXPR,USD,4,0.0063923004,1558534134,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006849796,0.0072011324,0.0047493604,0.0065742876,0.007830504799999999,0.0060637124,Kucoin,0.0,0.0,0.0063923004,0.0063923004,0.0063923004,-0.00018198719999999984,-2.7681660899653955,-0.0004574955999999998,-6.678966789667894,350000000.0,2237305.14,1834602.6594598722,11727.331313906405,AXPR,2018-08-22
RTE,5,CCCAGG,RTE,USD,4,0.0022364835,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0028606772,0.0028606772,0.0022364835,0.0027393764,0.0028606772,0.0022364835,Bitfinex,0.0,0.0,0.0022364835,0.0022364835,0.0022364835,-0.0005028929000000003,-18.357933579335807,-0.0006241937000000001,-21.81978798586573,1000000000.0,2236483.5,88681.72000000774,198.3352035316373,RTE,2018-07-16
RVR,5,CCCAGG,RVR,USD,4,0.010610379,1558534235,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0108461652,0.0109247606,0.0099030204,0.0104531882,0.0117107146,0.0099030204,Upbit,0.0,0.0,0.010217402,0.010610379,0.010217402,0.00015719080000000003,1.503759398496241,-0.00023578620000000092,-2.173913043478269,210000000.0,2228179.59,2814259.9581206273,29860.364760183984,RVR,2018-03-20
OXY,5,CCCAGG,OXY,USD,2,0.001964885,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0021220758,0.0024364574,0.0018076942,0.0025150528,0.0025150528,0.0018076942,BitZ,0.0,0.0,0.0020434804,0.0020434804,0.001964885,-0.0005501678000000001,-21.875000000000004,-0.00015719080000000003,-7.407407407407408,1122382283.37,2205352.1128594624,9504653.574671015,18675.551239067456,OXY,2017-11-10
HLP,5,CCCAGG,HLP,USD,4,0.22008644,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.22008644,0.22008644,0.22008644,0.22008644,0.22008644,0.22008644,WavesDEX,0.0,0.0,0.22008644,0.22008644,0.22008644,0.0,0.0,0.0,0.0,10000000.0,2200864.4,20.0,4.4017288,HLP,2018-02-22
BCDT,5,CCCAGG,BCDT,USD,4,0.0530733,1558534146,0.0,0.0,0,0.0,0.0,0.0,0.0,0.05175910399999999,0.0530733,0.046881415,0.04700778,0.0530733,0.046881415,IDEX,0.0,0.0,0.0530733,0.0530733,0.0530733,0.006065519999999998,12.90322580645161,0.0013141960000000036,2.539062500000007,40835044.3888619,2167250.561363384,69088.1248477949,3666.7347764844726,BCDT,2018-11-03
BBO,5,CCCAGG,BBO,USD,4,0.0010767576,1558534134,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0012107204,0.0012107204,0.000909936,0.00120061,0.0012107204,0.000909936,IDEX,0.0,0.0,0.0010767576,0.0010767576,0.0010767576,-0.00012385239999999995,-10.315789473684207,-0.0001339627999999999,-11.06471816283924,1999751536.60543,2153247.6651515746,2874832.59734962,3095.497847923943,BBO,2018-07-20
UBEX,5,CCCAGG,UBEX,USD,4,0.0005333447000000001,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005687325,0.000581371,0.0005030123,0.0005131231,0.0005864264,0.000480263,BTCAlpha,0.0,0.0,0.0005333447000000001,0.0005333447000000001,0.0005282893,2.022160000000005e-05,3.940886699507399,-3.538779999999995e-05,-6.222222222222213,4000000000.0,2133378.8000000003,524189020.43348724,279573.4358463922,UBEX,2018-08-30
QBAO,5,CCCAGG,QBAO,USD,4,0.02097327,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01996251,0.02097327,0.01970982,0.0202152,0.02097327,0.01945713,Gateio,0.0,0.0,0.02046789,0.02097327,0.02046789,0.0007580699999999996,3.749999999999998,0.0010107599999999994,5.063291139240503,100000000.0,2097327.0,1122465.8982419986,23541.78034962196,QBAO,2018-01-30
NBC,5,CCCAGG,NBC,USD,4,0.020238867,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.020238867,0.020820008,0.020238867,0.020238867,0.020820008,0.020238867,Bleutrade,0.0,0.0,0.020238867,0.020238867,0.020238867,0.0,0.0,0.0,0.0,102289706.277845,2070227.76082637,36039.01322131944,729.3887953975257,NBC,2018-07-24
HMQ,5,CCCAGG,HMQ,USD,4,0.009982492099999999,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009746685199999999,0.010218299,0.009117866799999999,0.009982492099999999,0.010218299,0.009117866799999999,BitTrex,0.0,0.0,0.0098252875,0.009982492099999999,0.0098252875,0.0,0.0,0.00023580689999999974,2.419354838709675,206618753.035598,2062570.069889708,2491475.849304956,24871.13798302751,HMQ,2017-05-10
HST,5,CCCAGG,HST,USD,2,0.066521168,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.067431032,0.068062882,0.06604096200000001,0.06925076,0.070034254,0.06604096200000001,Kucoin,0.0,0.0,0.06647062000000001,0.066546442,0.06647062000000001,-0.002729591999999989,-3.941605839416043,-0.0009098639999999963,-1.3493253373313288,30862962.0596,2053040.2841442777,356302.72157304187,23701.673200617544,HST,2017-11-12
EXY,5,CCCAGG,EXY,USD,1,0.0257816856,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0219301533,0.0341135718,0.0218515506,0.021222729,0.0341135718,0.021222729,Kucoin,0.0,0.0,0.0256244802,0.0257816856,0.0256244802,0.0045589566000000005,21.481481481481485,0.0038515322999999983,17.562724014336908,79404563.9765106,2047183.503647482,223486.7271000011,5761.864533865228,EXY,2018-03-01
MNC,5,CCCAGG,MNC,USD,4,0.0053667108,1558534219,0.0,0.0,0,0.0,0.0,51210.36100236,289.66957576357,0.004651654700000001,0.005811409999999999,0.004651654700000001,0.0055461065,0.00631675,0.004651654700000001,Exmo,0.0,0.0,0.005811409999999999,0.005811409999999999,0.0053667108,-0.0001793957000000004,-3.234624145785884,0.0007150560999999982,15.372080391091755,380020246.0,2039458.7584268567,181811.5833540407,990.5685662515361,MNC,2017-08-07
NIO,5,CCCAGG,NIO,USD,4,0.009246,1558528620,19915.70649,184.14062220654,55849988,2086165.6760800001,19327.949471760185,3199535.55483,29934.03913155495,0.00962,0.009678,0.009168,0.009541,0.009678,0.003,EXRATES,0.0,0.0,0.009246,0.009246,0.009246,-0.0002949999999999984,-3.0919190860496637,-0.00037399999999999933,-3.887733887733881,220466789.0,2038435.931094,3199535.5548300003,29934.039131554953,NIO,2018-09-05
SAL,5,CCCAGG,SAL,USD,4,0.0202168,1558534234,0.0,0.0,0,0.0,0.0,0.0,0.0,0.05685975,0.05685975,0.0202168,0.05685975,0.05685975,0.0202168,Liquid,0.0,0.0,0.0202168,0.0202168,0.0202168,-0.03664295,-64.44444444444444,-0.03664295,-64.44444444444444,100000000.0,2021680.0,16685.992032,337.3373637125376,SAL,2018-12-17
TRST,5,CCCAGG,TRST,USD,4,0.0198851422,1558534259,0.0,0.0,0,0.0,0.0,100.0,1.89,0.0181559994,0.0273518952,0.0179988046,0.0190991682,0.0268017134,0.0181559994,LiveCoin,0.0,0.0,0.0198851422,0.0198851422,0.0198851422,0.0007859740000000018,4.115226337448569,0.0017291427999999998,9.523809523809522,100000000.0,1988514.22,112888.75150760991,2244.7103622892873,TRST,2017-04-20
STAR,5,CCCAGG,STAR,USD,4,0.001972074,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001972074,0.001972074,0.001972074,0.002047923,0.002047923,0.001972074,HitBTC,0.0,0.0,0.001972074,0.001972074,0.001972074,-7.584900000000023e-05,-3.703703703703715,0.0,0.0,1000000000.0,1972073.9999999998,90000.0,177.48666,STAR,2017-09-11
DRPU,5,CCCAGG,DRPU,USD,4,0.2211936258,1558534172,0.0,0.0,0,0.0,0.0,0.0,0.0,0.21223269,0.2211936258,0.21223269,0.2174206002,0.2211936258,0.21223269,HitBTC,0.0,0.0,0.2211936258,0.2211936258,0.2211936258,0.0037730255999999796,1.7353579175704896,0.008960935799999986,4.222222222222215,8911496.7,1971166.2663777345,1708.0,377.79871286639997,DRPU,2017-12-17
TSL,5,CCCAGG,TSL,USD,4,0.001964935,1558534259,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0017291428,0.001964935,0.0016505454,0.0017291428,0.001964935,0.0017291428,CoinBene,0.0,0.0,0.001964935,0.001964935,0.001964935,0.00023579220000000014,13.636363636363644,0.00023579220000000014,13.636363636363644,1000000000.0,1964935.0000000002,55287815.50678956,108636.96376283355,TSL,2018-05-11
XNK,5,CCCAGG,XNK,USD,4,0.00392979,1558534273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0040869816,0.0040869816,0.00392979,0.0040869816,0.0041655774,0.00392979,Upbit,0.0,0.0,0.00392979,0.00392979,0.00392979,-0.0001571916000000003,-3.8461538461538534,-0.0001571916000000003,-3.8461538461538534,500000000.0,1964895.0,1839951.2805366525,7230.6221427401315,XNK,2018-08-29
SPHTX,5,CCCAGG,SPHTX,USD,4,0.005612826,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005764524,0.005764524,0.005132449,0.005157732000000001,0.005764524,0.005132449,Kucoin,0.0,0.0,0.005612826,0.005612826,0.005612826,0.00045509399999999877,8.82352941176468,-0.00015169800000000046,-2.631578947368429,350000000.0,1964489.0999999999,873171.5867279997,4900.960184448171,SPHTX,2017-12-20
LATX,5,CCCAGG,LATX,USD,4,0.006522513499999999,1558534212,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00628676,0.006522513499999999,0.006129591,0.00628676,0.006522513499999999,0.006129591,LiveCoin,0.0,0.0,0.006522513499999999,0.006522513499999999,0.006443929,0.00023575349999999887,3.7499999999999827,0.00023575349999999887,3.7499999999999827,300000000.0,1956754.0499999996,35938.1111778,234.40681532170134,LATX,2018-05-29
ELEC,5,CCCAGG,ELEC,USD,4,0.0026054401,1558534177,0.0,0.0,0,0.0,0.0,2970.0,7.612563199999999,0.002729268,0.002729268,0.002476558,0.0027242138,0.0027444306,0.0025068832,Kucoin,0.0,0.0,0.002602913,0.0026054401,0.002602913,-0.00011877369999999977,-4.359925788497209,-0.00012382789999999984,-4.537037037037031,749999996.707157,1954080.066420695,5408696.619897138,14091.909468317463,ELEC,2018-04-03
DOV,5,CCCAGG,DOV,USD,4,0.0020248479,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0022649984,0.0022649984,0.0020248479,0.002679574,0.002679574,0.0020248479,HitBTC,0.0,0.0,0.0020248479,0.0020248479,0.0020248479,-0.0006547261,-24.433962264150942,-0.0002401504999999999,-10.602678571428568,963761390.35,1951470.2273512778,173520.41089508985,351.3524396080598,DOV,2017-12-11
SUQA,5,CCCAGG,SUQA,USD,4,0.0030652518,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003143848,0.0033796366,0.0030652518,0.0033010404,0.0033796366,0.0030652518,StocksExchange,0.0,0.0,0.0030652518,0.0030652518,0.0030652518,-0.0002357886,-7.142857142857142,-7.859619999999986e-05,-2.4999999999999956,633073469.847458,1940529.5929821664,820721.8772378,2515.7192115025455,SUQA,2018-12-17
SS,5,CCCAGG,SS,USD,1,0.0038607141,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0038859971,0.0049782227,0.0036179973,0.0048593926,0.005236109300000001,0.0036179973,BitZ,0.0,0.0,0.0038101481,0.0038809405,0.0038000349,-0.0009986785,-20.551508844953172,-2.5283000000000076e-05,-0.6506180871828257,500000000.0,1930357.05,3680266.4666,14208.456639359798,SS,2018-06-04
EXP,5,CCCAGG,EXP,USD,2,0.1811006208,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1881748638,0.19650675,0.1786639371,0.1843233315,0.19650675,0.1771704858,Upbit,0.0,0.0,0.1814150316,0.1814150316,0.1811006208,-0.003222710699999992,-1.7484008528784605,-0.007074243000000008,-3.7593984962406055,10495278.0,1900701.3612685825,235404.51490425793,42631.90378828396,EXP,2015-09-17
CBC,5,CCCAGG,CBC,USD,4,0.004372575,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004878075000000001,0.004878075000000001,0.004372575,0.00530775,0.00530775,0.004372575,Kucoin,0.0,0.0,0.004372575,0.004372575,0.004372575,-0.0009351749999999999,-17.619047619047617,-0.0005055000000000007,-10.362694300518148,430000000.0,1880207.25,2327104.662907185,10175.439671411385,CBC,2017-10-15
OGSP,5,CCCAGG,OGSP,USD,4,0.0061305036,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006209099799999999,0.0068378694,0.006051907400000001,0.006287696,0.0068378694,0.006051907400000001,OKEX,0.0,0.0,0.006051907400000001,0.0061305036,0.006051907400000001,-0.0001571923999999997,-2.4999999999999956,-7.859619999999855e-05,-1.2658227848101036,300000000.0,1839151.08,602893740.6908486,3696042.2477227137,OGSP,2019-05-17
XES,5,CCCAGG,XES,USD,4,0.00606624,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007580272399999999,0.007580272399999999,0.0017743752,0.007580272399999999,0.007580272399999999,0.0017743752,Liquid,0.0,0.0,0.00606624,0.00606624,0.00606624,-0.0015140323999999995,-19.97332444148049,-0.0015140323999999995,-19.97332444148049,300000000.0,1819872.0,216845.6507846399,1315.4377606158139,XES,2018-05-27
NYC,5,CCCAGG,NYC,USD,4,1.26335e-05,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,1.01068e-05,1.26335e-05,1.01068e-05,1.51602e-05,1.51602e-05,1.01068e-05,Graviex,0.0,0.0,1.26335e-05,1.26335e-05,1.26335e-05,-2.526699999999999e-06,-16.66666666666666,2.5267000000000007e-06,25.00000000000001,142456486519.797,1799724.0224478554,27111377.584499914,342.51158871377964,NYC,2019-01-11
EXRN,5,CCCAGG,EXRN,USD,4,1.76897e-05,1558534177,0.0,0.0,0,0.0,0.0,0.0,0.0,2.27439e-05,2.27439e-05,1.76897e-05,2.02168e-05,2.27439e-05,1.76897e-05,IDEX,0.0,0.0,1.76897e-05,1.76897e-05,1.76897e-05,-2.5270999999999982e-06,-12.499999999999991,-5.0542e-06,-22.22222222222222,100000000000.0,1768970.0,89370688.0,1580.9406595136002,EXRN,2018-06-21
PTOY,5,CCCAGG,PTOY,USD,4,0.0174481788,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.017290988,0.0179983466,0.0169766064,0.0173695834,0.0182341328,0.0168194156,HitBTC,0.0,0.0,0.0174481788,0.0174481788,0.0174481788,7.859539999999915e-05,0.45248868778280055,0.0001571907999999983,0.9090909090908992,100001999.99994,1744852.7763565527,1207330.579424614,21065.719820508264,PTOY,2017-06-01
CXO,5,CCCAGG,CXO,USD,4,0.008013442999999999,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.008266233,0.008493744,0.007659537,0.008291512,0.008493744,0.007659537,Kucoin,0.0,0.0,0.008013442999999999,0.008013442999999999,0.008013442999999999,-0.0002780690000000006,-3.353658536585373,-0.000252790000000001,-3.0581039755351807,215119015.624569,1723843.9699235929,314519.3534508896,2520.3829112755566,CXO,2018-01-31
SNPC,5,CCCAGG,SNPC,USD,2,0.0025283,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025283,0.004750675700000001,0.0020049419,0.0025283,0.004750675700000001,0.0020049419,BitMart,0.0,0.0,0.0025283,0.004750675700000001,0.0020049419,0.0,0.0,0.0,0.0,678333334.0,1715030.1683522,4057529.0,10258.6505707,SNPC,2019-03-12
XRA,5,CCCAGG,XRA,USD,4,0.0126,1558532428,13378.32440451,168.566887496826,360256770,25000.0,312.6278216346244,26994.57476144,337.6278216945134,0.01253,0.0126,0.01239,0.0126,0.0126,0.01239,Bitfinex,0.0,0.0,0.0126,0.0126,0.0126,0.0,0.0,7.000000000000062e-05,0.5586592178770999,134554941.15119,1695392.2585049942,26994.57476144,337.6278216945134,XRA,2017-11-01
PXG,5,CCCAGG,PXG,USD,4,0.001687,1558461639,50.0,0.08437349999999999,555598094,0.0,0.0,5030.0,7.800994,0.001687,0.001687,0.001687,0.00129,0.001825,0.00129,HitBTC,0.0,0.0,0.001687,0.001687,0.001687,0.000397,30.775193798449614,0.0,0.0,1000000000.0,1687000.0,13020.0,21.280124,PXG,2019-01-12
SPHR,5,CCCAGG,SPHR,USD,4,0.5470267679999999,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5140165320000001,0.5616455868,0.5140165320000001,0.5052138024,0.5618813742,0.48729396,Upbit,0.0,0.0,0.5470267679999999,0.5470267679999999,0.5470267679999999,0.04181296559999992,8.276291225886728,0.03301023599999986,6.4220183486238245,3082940.0,1686450.7041379197,82501.20972253906,45130.37011061071,SPHR,2015-04-30
HPC,5,CCCAGG,HPC,USD,4,0.0862267231,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0789953115,0.0862267231,0.07820928849999999,0.07962412989999999,0.0862267231,0.07820928849999999,HitBTC,0.0,0.0,0.0862267231,0.0862267231,0.0862267231,0.0066025932000000065,8.292201382033571,0.007231411600000001,9.154228855721394,19541137.435932,1684968.2467471524,5437.0,468.8146934947,HPC,2017-05-26
BSD,5,CCCAGG,BSD,USD,4,0.0720538252,1558534156,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0723681276,0.07936135600000001,0.0715823716,0.07299673240000001,0.07936135600000001,0.0715823716,Upbit,0.0,0.0,0.0720538252,0.0720538252,0.0720538252,-0.0009429072000000094,-1.2917115177610459,-0.0003143023999999939,-0.43431053203039327,23268074.5010828,1676553.7728415974,51038.19622798,3677.4972695341703,BSD,2016-02-17
COFI,5,CCCAGG,COFI,USD,4,0.005561379999999999,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005713054,0.005713054,0.0050102978,0.00581417,0.0058166979,0.0053060621,Gateio,0.0,0.0,0.005561379999999999,0.005561379999999999,0.005561379999999999,-0.000252790000000001,-4.347826086956539,-0.00015167400000000181,-2.6548672566372,300000000.0,1668413.9999999995,14797920.300633837,82296.85800153899,COFI,2018-01-30
BDG,5,CCCAGG,BDG,USD,4,0.0025150912,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025150912,0.0025150912,0.0025150912,0.0025936878,0.0026722844,0.0025150912,HitBTC,0.0,0.0,0.0025150912,0.0025150912,0.0025150912,-7.859659999999999e-05,-3.03030303030303,0.0,0.0,660000000.0,1659960.192,39240.0,98.69217868800001,BDG,2018-01-26
RISE,5,CCCAGG,RISE,USD,2,0.0120251574,1558534243,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0121037532,0.0124967322,0.0118679658,0.0112391994,0.012575328,0.0111606036,LiveCoin,0.0,0.0,0.012182349,0.012182349,0.0120251574,0.0007859579999999998,6.993006993006991,-7.859579999999929e-05,-0.6493506493506435,137235932.41,1650283.6881660114,123594.22944856998,1486.2400628507692,RISE,2016-06-24
CSPN,5,CCCAGG,CSPN,USD,4,1.134735632,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,1.134735632,1.134735632,1.134735632,0.6246546772,1.134735632,0.6246546772,Graviex,0.0,0.0,1.134735632,1.134735632,1.134735632,0.5100809547999999,81.65807019750912,0.0,0.0,1450252.42202916,1645653.0986707895,129.3922,146.82593984287038,CSPN,2019-03-13
XCP,5,CCCAGG,XCP,USD,1,0.6288328000000001,1558534278,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5896093541,0.6681348500000001,0.5716876193,0.6748161985,0.6748161985,0.5716876193,BitTrex,0.0,0.0,0.6054087782,0.6288328000000001,0.6054087782,-0.045983398499999883,-6.814210832847974,0.03922344590000004,6.652446340487941,2615660.0,1644812.8016480003,19774.05033604992,12434.571440159214,XCP,2015-01-26
EKO,5,CCCAGG,EKO,USD,4,0.0032223909,1558534175,0.0,0.0,0,0.0,0.0,20.0,0.070185,0.0032223909,0.0033795807,0.0030652011,0.0034581756,0.0036153654,0.0030652011,HuobiPro,0.0,0.0,0.0032223909,0.0032223909,0.003143796,-0.00023578469999999997,-6.8181818181818175,0.0,0.0,500000000.0,1611195.4500000002,53012878.58257289,170828.2232644698,EKO,2017-05-26
MNTP,5,CCCAGG,MNTP,USD,4,0.1607134825,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.154190637,0.1652716155,0.1520687475,0.156705469,0.1652716155,0.1520687475,LiveCoin,0.0,0.0,0.1607134825,0.1607134825,0.1607134825,0.004008013500000018,2.5576730190571837,0.006522845500000013,4.230377166156991,10000000.0,1607134.825,994.2211714100001,159.78474683253057,MNTP,2017-12-13
GEO,5,CCCAGG,GEO,USD,4,0.4324720554,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4801052916,0.5580005673,0.4324720554,0.4504720737,0.5580005673,0.34585188,BitTrex,0.0,0.0,0.4324720554,0.4324720554,0.4324720554,-0.018000018299999976,-3.995812249171169,-0.047633236199999984,-9.92141453831041,3708507.0,1603825.6447552878,5377.049719789999,2325.423744305575,GEO,2015-02-09
SSC,5,CCCAGG,SSC,USD,4,0.0040869816,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0040869816,0.0041655774,0.0040083858,0.0040869816,0.0041655774,0.0040083858,OKEX,0.0,0.0,0.0040869816,0.0041655774,0.0040083858,0.0,0.0,0.0,0.0,390000000.0,1593922.824,400050549.2205053,1634999.2337340997,SSC,2016-06-26
TIE,5,CCCAGG,TIE,USD,4,0.0268802766,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0248367468,0.0331680606,0.0247581495,0.0304171551,0.0331680606,0.0247581495,Tidex,0.0,0.0,0.0268802766,0.0268802766,0.0268802766,-0.0035368785,-11.627906976744185,0.002043529799999999,8.227848101265819,59251278.0893333,1592690.7439447986,29715.94379462999,798.7727886297077,TIE,2017-12-27
LCK,5,CCCAGG,LCK,USD,4,0.002653035,1558534211,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002653035,0.002653035,0.002653035,0.002653035,0.002653035,0.002653035,IDEX,0.0,0.0,0.002653035,0.002653035,0.002653035,0.0,0.0,0.0,0.0,600000000.0,1591821.0000000002,28201.11232818877,74.8185380456163,LCK,2018-07-18
AMP,5,CCCAGG,AMP,USD,4,0.015797997,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0157194,0.016190982,0.0157194,0.015169221,0.016348176,0.015169221,HitBTC,0.0,0.0,0.015797997,0.015797997,0.015797997,0.000628776000000001,4.145077720207261,7.85969999999997e-05,0.499999999999998,100728564.0,1591309.551886308,393450.37687518937,6215.727873523111,AMP,2015-11-04
STQ,5,CCCAGG,STQ,USD,2,0.0001387,1558533677,8177.1077,1.13449192,90315991,6059460.791946242,844.28287722,13581008.54267635,1892.50334463,0.0001404,0.000143,0.0001372,0.0001412,0.000143,0.0001371,Exmo,8177.1077,1.13449192,0.0001395,0.0001395,0.0001387,-2.4999999999999795e-06,-1.7705382436260477,-1.6999999999999871e-06,-1.2108262108262018,11287544271.5626,1565582.3904657327,58168192.55462499,8076.745767087277,STQ,2018-06-12
IDH,5,CCCAGG,IDH,USD,4,0.003851512699999999,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0033798989,0.003930115,0.0029868874,0.0034585012,0.003930115,0.0034585012,LiveCoin,0.0,0.0,0.003851512699999999,0.003851512699999999,0.003851512699999999,0.00039301149999999884,11.36363636363633,0.00047161379999999904,13.953488372092995,399999999.991697,1540605.0799680206,54060.036402980186,208.21291676854045,IDH,2018-01-23
TX,5,CCCAGG,TX,USD,4,0.1953931364,1558534259,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1942141754,0.1986942272,0.1860400458,0.1915418638,0.1962577078,0.1854112666,LiveCoin,0.0,0.0,0.195314539,0.1953931364,0.195314539,0.003851272600000011,2.0106688551497798,0.0011789610000000061,0.6070416835289388,7716069.99999998,1507667.1179819442,116157.95527003115,22696.467198022296,TX,2015-09-07
BTH,5,CCCAGG,BTH,USD,1,0.060806838,1558534146,0.0,0.0,0,0.0,0.0,273934.0,12826.11278959,0.060503562,0.06116066,0.06014974,0.060478289,0.06116066,0.06014974,P2PB2B,0.0,0.0,0.060882657,0.060882657,0.060427743,0.00032854900000000437,0.5432511491851305,0.0003032760000000051,0.5012531328320887,24757687.5,1505436.693067125,1055853.7692307069,60372.181526198976,BTH,2017-07-14
FACE,5,CCCAGG,FACE,USD,4,0.001566802,1558534177,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0017563345,0.00176897,0.001566802,0.0018270933,0.0018270933,0.001566802,HitBTC,0.0,0.0,0.001566802,0.001566802,0.001566802,-0.00026029130000000005,-14.246196403872755,-0.00018953250000000002,-10.79136690647482,938641610.34,1470665.5523639326,2911590.0,4561.88503518,FACE,2018-06-01
